metric,rush_mean,non_rush_mean,diff_pct,t_stat,p_value,cohens_d,effect_size
total_amount,25.750896323570032,26.367222548067545,-2.3374711666120613,-56.499135081087914,0.0,-0.03848574861055117,무시가능
trip_distance,2.332020143416737,2.6484609976460893,-11.94810323846943,-158.20157253966346,0.0,-0.10658752363020123,무시가능
speed_mph,9.113709088908191,9.713143838280384,-6.171377252849549,-169.69681841795074,0.0,-0.11022061856695461,무시가능
fare_per_mile,16.837265214658494,15.69838502814807,7.254760183728124,64.69498447775815,0.0,0.04531087738340252,무시가능
